WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
8645	PPA	3	0
8647	hepatitis E virus	4	0
8647	HEV	3	0
8650	hepato-encephalomyelitis virus	4	0
8650	HEV	3	0
8651	hemagglutinating encephalomyelitis virus	4	0
8651	HEV	3	0
8653	SBA	3	0
8653	serum bactericidal assay	4	0
8657	SBA	3	0
8657	serum bile acid	4	0
8667	platelet-poor plasma	4	0
8667	PPP	3	0
8668	pentose phosphate pathway	4	0
8668	PPP	3	0
8669	palmoplantar pustulosis	4	0
8669	PPP	3	0
8680	neurological intensive care unit	4	0
8680	NICU	3	0
8684	KF	3	0
8684	kidney function	4	0
8690	glycoprotein Ib	4	0
8690	GpIb	3	0
8699	alcoholic liver disease	4	0
8699	ALD	3	0
8705	heel-to-knee	0	1
8705	HK	3	1
8709	ECL	3	1
8709	enterochromaffin-like	0	1
8710	ECL	3	0
8710	extracorporeal lithotripsy	4	0
8723	CAA	3	0
8723	coronary artery angiography	4	0
8726	CAA	3	0
8726	coronary artery aneurysm	4	0
8727	CAA	3	0
8727	constitutional aplastic anemia	4	0
8731	CAA	3	0
8731	cerebral amyloid angiopathy	4	0
8737	MAA	3	0
8737	monoarticular arthritis	4	0
8739	MAA	3	0
8739	melanoma-associated antigen	4	0
8749	maximum expiratory pressure	4	0
8749	MEP	3	0
8753	NAA	3	0
8753	nonspecific aortoarteritis	4	0
8756	NAA	3	0
8756	neutron activation analysis	4	0
8757	NAA	3	0
8757	neutral amino acid	4	0
8759	NAA	3	4
8759	N-acetylaspartate	0	4
8763	PND	3	0
8763	postnatal day	4	0
8764	PND	3	0
8764	purulent nasal drainage	4	0
8768	partial neck dissection	4	0
8768	PND	3	0
8770	immunoreactive insulin	4	0
8770	IRI	3	0
8772	ADF	3	2
8772	aortoduodenal fistula	4	2
8777	Mini-Mental State Examination	4	0
8777	MMSE	3	0
8780	LMW	3	0
8780	low molecular weight	4	0
8787	ventricular tachyarrhythmia	4	0
8787	VTA	3	0
8788	ventral tegmental area	4	0
8788	VTA	3	0
8793	bacteriuria screening test	4	0
8793	BST	3	0
8794	bovine somatotropin	4	0
8794	bST	3	0
8795	injury severity index	4	0
8795	ISI	3	0
8800	interspike interval	4	0
8800	ISI	3	0
8803	5-HTP	3	4
8803	5-hydroxytryptophan	0	4
8804	pars plana vitrectomy	4	0
8804	PPV	3	0
8807	PPV	3	0
8807	progressive pneumonia virus	4	0
8808	positive pressure ventilation	4	0
8808	PPV	3	0
8810	porcine parvovirus	4	0
8810	PPV	3	0
8823	HRV	3	0
8823	human rotavirus	4	0
8825	heart rate variability	4	0
8825	HRV	3	0
8828	BH	3	0
8828	borderline hypertensive	4	0
8830	BH	3	0
8830	BHR	3	0
8830	bronchial hyperreactivity	4	0
8831	BH	3	4
8831	breathholding	0	4
8833	base hospital	4	0
8833	BH	3	0
8835	JE	3	0
8835	junctional escape	4	0
8836	Japanese encephalitis	4	0
8836	JE	3	0
8837	LBW	3	0
8837	low birth weight	4	0
8839	MBC	3	0
8839	minimum bactericidal concentration	4	0
8842	MBC	3	0
8842	metastatic breast cancer	4	0
8849	LVP	3	0
8849	lysine vasopressin	4	0
8850	left ventricular pressure	4	0
8850	LVP	3	0
8852	PDH	3	0
8852	phosphate dehydrogenase	4	0
8857	TIN	3	0
8857	tubulointerstitial nephropathy	4	0
8860	BIP	3	0
8860	brief infertility period	4	0
8864	NED	3	0
8864	nedocromil sodium	4	0
8867	NeD	3	0
8867	neuroectodermal dysplasia	4	0
8868	DPG	3	4
8868	dysplasminogenemia	0	4
8871	PIH	3	0
8871	pregnancy-induced hypertension	4	0
8877	high-molecular-weight	0	1
8877	HMW	3	1
8881	complete physical examination	4	0
8881	CPE	3	0
8881	CPX	3	0
8883	alpha-lipoic acid	4	0
8883	LPA	3	0
8891	HH	3	0
8891	hypobaric hypoxia	4	0
8893	hemophagocytic histiocytosis	4	0
8893	HH	3	0
8896	hereditary hemochromatosis	4	0
8896	HH	3	0
8898	HH	3	0
8898	home help	4	0
8902	halothane hepatitis	4	0
8902	HH	3	0
8904	TEC	3	0
8904	transluminal extraction catheter	4	0
8907	TEC	3	0
8907	thymic epithelial cell	4	0
8909	TEC	3	0
8909	tubular epithelial cell	4	0
8914	LAT	3	0
8914	lysolecithin acyltransferase	4	0
8915	LAT	3	0
8915	left atrial thrombus	4	0
8917	LAT	3	0
8917	latex agglutination test	4	0
8924	MEC	3	0
8924	middle ear cell	4	0
8925	MEC	3	0
8925	middle ear canal	4	0
8928	MEC	3	0
8928	middle ear cavity	4	0
8937	MCN	3	0
8937	mixed cell nodular	4	0
8946	TCM	3	0
8946	transitional cell metaplasia	4	0
8947	TCM	3	0
8947	transcutaneous monitor	4	0
8953	serine palmitoyl transferase	4	0
8953	SPT	3	0
8955	skin prick test	4	0
8955	SPT	3	0
8956	SPT	3	0
8956	station pull-through	4	0
8957	sleep period time	4	0
8957	SPT	3	0
8961	waist-hip ratio	4	0
8961	WHR	3	0
8965	UF	3	0
8965	unknown factor	4	0
8968	HBO	3	0
8968	hyperbaric oxygen	4	0
8970	LEC	3	0
8970	lens epithelial cell	4	0
8971	LEC	3	0
8971	lymphoepithelial cyst	4	0
8990	direct patient care	4	0
8990	DPC	3	0
8992	delayed primary closure	4	0
8992	DPC	3	0
8993	BAEP	3	0
8993	brainstem auditory evoked potential	4	0
9003	AIB	3	0
9003	avian infectious bronchitis	4	0
9004	AIB	3	4
9004	aminoisobutyrate	0	4
9010	SOM	3	0
9010	suppurative otitis media	4	0
9011	SOM	3	0
9011	superior oblique muscle	4	0
9020	fetal heart rate	4	0
9020	FHR	3	0
9021	familial hypophosphatemic rickets	4	0
9021	FHR	3	0
9032	ANC	3	0
9032	antenatal care	4	0
9036	ANC	3	0
9036	Army Nurse Corps	4	0
9040	PBSC	3	0
9040	peripheral blood stem cell	4	0
9043	dehydroepiandrosterone sulfate	4	0
9043	DHEAS	3	0
9047	PCI	3	0
9047	protein C inhibitor	4	0
9051	UL	3	0
9051	upper lobe	4	0
9052	UL	3	0
9052	upper limit	4	0
9053	UL	3	0
9053	undifferentiated lymphoma	4	0
9056	pa	3	0
9056	per annum	4	0
9057	PBN	3	0
9057	peripheral benign neoplasm	4	0
9069	SPM	3	0
9069	synaptic plasma membrane	4	0
9071	temporomandibular disorder	4	0
9071	TMD	3	0
9072	very late antigen	4	0
9072	VLA	3	0
9074	insulin suppression test	4	0
9074	IST	3	0
9082	X-linked recessive	4	0
9082	XR	3	0
9083	extended-release	0	1
9083	XR	3	1
9090	CDA	3	0
9090	congenital dyserythropoietic anemia	4	0
9096	FGFR	3	0
9096	fibroblast growth factor receptor	4	0
9097	MAI	3	0
9097	mitotic activity index	4	0
9099	TER	3	0
9099	total elbow replacement	4	0
9105	bGH	3	0
9105	bovine growth hormone	4	0
9111	cervical mediastinal exploration	4	0
9111	CME	3	0
9114	enterotoxigenic Escherichia coli	4	0
9114	ETEC	3	0
9115	recombinant human growth hormone	4	0
9115	rHGH	3	0
9116	Klebsiella pneumoniae I	4	0
9116	KpnI	3	0
9117	rate-pressure product	4	0
9117	RPP	3	0
9120	retropubic prostatectomy	4	0
9120	RPP	3	0
9127	EN	3	0
9127	epidemic neuropathy	4	0
9129	EN	3	0
9129	enteral nutrition	4	0
9130	EN	3	0
9130	enrolled nurse	4	0
9136	GAR	3	0
9136	glycinamide ribonucleotide	4	0
9140	HHV	3	0
9140	human herpesvirus	4	0
9141	HHV-8	3	0
9141	human herpes virus 8	4	0
9163	IE	3	0
9163	internal ear	4	0
9164	macrophage activation factor	4	0
9164	MAF	3	0
9165	macrophage inhibitory factor	4	0
9165	MIF	3	0
9173	HC	3	4
9173	hydroxycorticoid	0	4
9174	HC	3	0
9174	hypertrophic cardiomyopathy	4	0
9177	HC	3	0
9177	home care	4	0
9178	HC	3	0
9178	histamine challenge	4	0
9180	HC	3	0
9180	heparin cofactor	4	0
9181	HC	3	0
9181	hemorrhagic colitis	4	0
9182	HC	3	0
9182	hemoglobin concentration	4	0
9185	HC	3	0
9185	head compression	4	0
9186	HC	3	0
9186	head circumference	4	0
9188	MIF	3	0
9188	migration inhibitory factor	4	0
9190	pharmacokinetic	0	1
9190	PK	3	1
9202	chronic peritoneal dialysis	4	0
9202	CPD	3	0
9203	TMP	3	4
9203	trimethylpsoralen	0	4
9207	thiamine monophosphate	4	0
9207	TMP	3	0
9211	UA	3	0
9211	unstable angina	4	0
9212	UA	3	0
9212	upper airway	4	0
9214	UA	3	0
9214	uterine aspiration	4	0
9215	LCAI	3	0
9215	lipodystrophia centrifugalis abdominalis infantilis	4	0
9216	ABL	3	0
9216	alveolar bone loss	4	0
9220	ABL	3	0
9220	Army Biological Laboratory	4	0
9223	Ably	3	0
9223	abnormal lymphocyte	4	0
9224	PA	3	0
9224	protrusio acetabuli	4	0
9232	ALAD	3	0
9232	aminolevulinic acid dehydratase	4	0
9256	ALP	3	0
9256	argon laser photocoagulation	4	0
9258	ALP	3	0
9258	alveolar proteinosis	4	0
9282	beta-glucanase	0	4
9282	bgl	3	4
9283	beta-glucoside	0	4
9283	bgl	3	4
9285	DBA	3	0
9285	Diamond-Blackfan anemia	4	0
9287	bacterial kidney disease	4	0
9287	BKD	3	0
9289	benign recurrent intrahepatic cholestasis	4	0
9289	BRIC	3	0
9307	chronic myeloproliferative disorder	4	0
9307	CMPD	3	0
9311	CFA	3	0
9311	cryptogenic fibrosing alveolitis	4	0
9313	CFA	3	0
9313	colony-forming assay	4	0
9319	MCU	3	0
9319	micturating cystourethrography	4	0
9324	DCD	3	0
9324	developmental coordination disorder	4	0
9328	DD	3	0
9328	dry dressing	4	0
9329	DD	3	0
9329	drug dependence	4	0
9331	DD	3	0
9331	dog dander	4	0
9332	DD	3	0
9332	discharge diagnosis	4	0
9335	DD	3	0
9335	digestive disorder	4	0
9337	DD	3	0
9337	detrusor dyssynergia	4	0
9338	DD	3	0
9338	degenerative disease	4	0
9347	DEXA	3	0
9347	dual energy x-ray absorptiometry	4	0
9347	DXA	3	0
9348	DGA	3	4
9348	D-galactosamine	0	4
9358	detrusor instability	4	0
9358	DI	3	0
9372	PDT	3	0
9372	photodynamic therapy	4	0
9373	OCD	3	0
9373	osteochondritis dissecans	4	0
9379	dihydropyrimidine dehydrogenase	4	0
9379	DPD	3	0
9384	diffuse pulmonary disease	4	0
9384	DPD	3	0
9393	EDS	3	0
9393	excessive daytime sleepiness	4	0
9397	EDS	3	0
9397	egg drop syndrome	4	0
9405	dinitrophenylhydrazine	0	4
9405	DNPH	3	4
9412	dipeptidyl peptidase	4	0
9412	DPP	3	0
9416	NDPK	3	0
9416	nucleoside diphosphokinase	4	0
9417	dipropionate	0	4
9417	DP	3	4
9425	Dmin	3	0
9425	minimum diameter	4	0
9427	Dmin	3	0
9427	MD	3	0
9427	minimum dose	4	0
9434	distolingual groove	4	0
9434	DLG	3	0
9437	dietary protein intake	4	0
9437	DPI	3	0
9438	DSD	3	0
9438	D-serine dehydratase	4	0
9441	detrusor-sphincter dyssynergia	4	0
9441	DSD	3	0
9442	Dejerine-Sottas disease	4	0
9442	DSD	3	0
9446	Dsd	3	0
9446	D-serine deaminase	4	0
9452	dyn-A	3	4
9452	dynorphin-A	0	4
9453	dyn-B	3	4
9453	dynorphin-B	0	4
9454	DNT	3	0
9454	dysembryoplastic neuroepithelial tumor	4	0
9456	2,6-dinitrotoluene	0	4
9456	2,6-DNT	3	4
9457	2,4-dinitrotoluene	0	4
9457	2,4-DNT	3	4
9461	early fetal loss	4	0
9461	EFL	3	0
9464	early growth response-1	4	0
9464	Egr-1	3	0
9465	early growth response-2	4	0
9465	Egr-2	3	0
9466	early growth response-3	4	0
9466	Egr-3	3	0
9473	EMP	3	0
9473	extramedullary plasmacytoma	4	0
9477	EMP	3	0
9477	estramustine phosphate	4	0
9479	emp	3	0
9479	epithelial membrane protein	4	0
9481	electromagnetic pulse	4	0
9481	EMP	3	0
9483	Embden-Meyerhof pathway	4	0
9483	EMP	3	0
9487	pea enation mosaic virus	4	0
9487	PEMV	3	0
9488	ECCL	3	0
9488	encephalocraniocutaneous lipomatosis	4	0
9492	epiretinal membrane	4	0
9492	ERM	3	0
9496	1,2-ethanedisulfonate	0	4
9496	12ethanedisulfonate	0	4
9496	edisylate	0	4
9497	2hydroxyethanesulfonate	0	4
9497	2-hydroxyethanesulfonate	0	4
9497	isethionate	0	4
9498	2naphthalenesulfonate	0	4
9498	2-naphthalenesulfonate	0	4
9498	napsylate	0	4
9499	2pam	0	4
9499	2-PAM	0	4
9499	pralidoxime	0	4
9499	Protopam	0	4
9500	3phenylpropionate	0	4
9500	3-phenylpropionate	0	4
9500	phenpropionate	0	4
9501	4,4-methylenebis[3-hydroxy-2-naphthoate]	0	4
9501	44methylenebis3hydroxy2naphthoate	0	4
9501	pamoate	0	4
9503	5HT	3	4
9503	5hydroxytryptamine	0	4
9503	5-hydroxytryptamine	0	4
9503	serotonin	0	4
9504	8methoxypsoralen	0	4
9504	8-methoxypsoralen	0	4
9504	methoxsalen	0	4
9504	Oxsoralen	0	4
9504	xanthotoxin	0	4
9505	a propylhexedrine inhaler	0	4
9505	Benzedrex	0	4
9506	aarane	0	4
9506	cromolyn sodium	0	4
9506	Intal	0	4
9507	abbocillindc	0	4
9507	Abbocillin-DC	0	4
9507	crysticillin	0	4
9507	duracillin	0	4
9507	ledercillin	0	4
9507	penicillin G procaine	0	4
9507	Wycillin	0	4
9508	abdomen	0	0
9508	celiac	0	0
9509	ablate	0	5
9509	extirpate	0	5
9509	remove	0	5
9510	abortion	0	0
9510	ectrotic	0	0
9511	abut	0	5
9511	adjoin	0	5
9511	to touch	0	5
9512	acenocoumarol	0	4
9512	Sintrom	0	4
9513	acetaminophen	0	4
9513	Amadil	0	4
9513	Apamide	0	4
9513	Liquiprin	0	4
9513	Nebs	0	4
9513	Tempra	0	4
9513	Tylenol	0	4
9513	Valadol	0	4
9514	acetarsone	0	4
9514	Devegan	0	4
9515	acetazolamide	0	4
9515	Diamox	0	4
9516	acetic	0	0
9516	vinegar	0	0
9517	acetohexamide	0	4
9517	Dymelor	0	4
9518	acetophenazine maleate	0	4
9518	Tindal	0	4
9520	acetylcholine chloride	0	4
9520	Miochol	0	4
9521	acetylcysteine	0	4
9521	Mucomyst	0	4
9522	acetyldigitoxin	0	4
9522	Acylanid	0	4
9523	achromycin	0	4
9523	panmycin	0	4
9523	polycycline	0	4
9523	steclin	0	4
9523	tetracycline	0	4
9523	Tetracyn	0	4
9524	acidol	0	4
9524	betaine hydrochloride	0	4
9525	acidulin	0	4
9525	glutamic acid hydrochloride	0	4
9526	acon	0	4
9526	vitamin A	0	4
9527	acoustic	0	0
9527	sound	0	0
9528	acquire	0	5
9528	gain	0	5
9528	increase	0	5
9528	obtain	0	5
9529	acral	0	0
9529	apex	0	0
9529	extremity	0	0
9530	acrisorcin	0	4
9530	Akrinol	0	4
9531	acthar	0	4
9531	corticotropin	0	4
9531	Cortrophin	0	4
9532	actidil	0	4
9532	triprolidine hydrochloride	0	4
9533	actidione	0	4
9533	cycloheximide	0	4
9534	adenic	0	0
9534	adenous	0	0
9534	gland	0	0
9536	adrenal gland	0	0
9536	paranephric	0	0
9537	adrenalin	0	4
9537	epinephrine	0	4
9537	Suprarenin	0	4
9537	susphrine	0	4
9537	Sus-Phrine	0	4
9538	adrenosem	0	4
9538	carbazochrome salicylate	0	4
9539	adriamycin	0	4
9539	doxorubicin hydrochloride	0	4
9540	adroyd	0	4
9540	anadrol	0	4
9540	oxymetholone	0	4
9541	aerial	0	0
9541	air	0	0
9543	aerosporin	0	4
9543	polymyxin B sulfate	0	4
9544	aesthetic	0	0
9544	beauty	0	0
9544	esthetic	0	0
9544	sensation	0	0
9545	afrin	0	4
9545	oxymetazoline hydrochloride	0	4
9546	akineton	0	4
9546	biperiden	0	4
9547	alar	0	0
9547	wing	0	0
9548	alastrimic	0	0
9548	variola minor	0	0
9549	albalon	0	4
9549	naphazoline hydrochloride	0	4
9550	albamycin	0	4
9550	cathomycin	0	4
9550	novobiocin	0	4
9551	alcaine	0	4
9551	ophthaine	0	4
9551	ophthetic	0	4
9551	proparacaine hydrochloride	0	4
9552	aldactone	0	4
9552	spironolactone	0	4
9553	aldinamide	0	4
9553	pyrazinamide	0	4
9553	PZA	3	4
9554	aldomet	0	4
9554	methyldopa	0	4
9555	alflorone	0	4
9555	fludrocortisone	0	4
9556	alimentary	0	0
9556	cibarian	0	0
9556	food	0	0
9558	alkeran	0	4
9558	L-PAM	3	4
9558	melphalan	0	4
9559	allobarbital	0	4
9559	Diadol	0	4
9559	Dial	0	4
9560	allopurinol	0	4
9560	Zyloprim	0	4
9561	almeidas disease	0	4
9561	Almeida's disease	0	4
9561	paracoccidioidal granuloma	0	4
9561	paracoccidioidomycosis	0	4
9562	alpha chymar	0	4
9562	chymar	0	4
9562	chymotrypsin	0	4
9563	alphadrol	0	4
9563	fluprednisolone	0	4
9564	alphaprodine	0	4
9564	Nisentil	0	4
9565	alseroxylon	0	4
9565	Rauwiloid	0	4
9566	alter	0	5
9566	caponize	0	5
9566	castrate	0	5
9566	desexualize	0	5
9567	alucap	0	4
9567	Alu-Cap	0	4
9567	dried aluminum hydroxide gel	0	4
9568	aludrine	0	4
9568	isoprenaline	0	4
9568	isopropylarterenol	0	4
9568	isoproterenol	0	4
9568	Isuprel	0	4
9568	Norisodrine	0	4
9569	alumina and magnesia	0	4
9569	Kolantyl	0	4
9570	aluminum hydroxide gel	0	4
9570	Amphojel	0	4
9570	Creamalin	0	4
9570	Vanogel	0	4
9572	aluminum subacetate	0	4
9572	Domeboro	0	4
9573	alupent	0	4
9573	metaprel	0	4
9573	metaproterenol sulfate	0	4
9574	alurate	0	4
9574	aprobarbital	0	4
9576	amantadine hydrochloride	0	4
9576	Symmetrel	0	4
9577	ambenonium chloride	0	4
9577	Mytelase	0	4
9578	amber	0	0
9578	succinous	0	0
9579	ambodryl	0	4
9579	bromodiphenhydramine hydrochloride	0	4
9580	americaine	0	4
9580	anesthesin	0	4
9580	benzocaine	0	4
9581	amicar	0	4
9581	aminocaproic acid	0	4
9582	amikacin sulfate	0	4
9582	Amikin	0	4
9583	aminobenzoic acid	0	4
9583	Pabanol	0	4
9584	aminoglutethimide	0	4
9584	Elipten	0	4
9585	aminometradine	0	4
9585	Mincard	0	4
9586	aminophylline	0	4
9586	Lixaminol	0	4
9586	minilix	0	4
9586	Mini-Lix	0	4
9587	aminopyrine	0	4
9587	Pyramidon	0	4
9588	aminosalicylic acid	0	4
9588	Pamisyl	0	4
9588	Parasal	0	4
9589	amipaque	0	4
9589	metrizamide	0	4
9590	amitriptyline hydrochloride	0	4
9590	Elavil	0	4
9591	amnestrogen	0	4
9591	esterified estrogens	0	4
9591	Evex	0	4
9591	Femogen	0	4
9591	Menest	0	4
9592	amobarbital	0	4
9592	Amytal	0	4
9593	amodiaquine hydrochloride	0	4
9593	Camoquin	0	4
9594	amoxicillin	0	4
9594	Amoxil	0	4
9594	Larotid	0	4
9594	Polymox	0	4
9595	amphedroxyn	0	4
9595	desoxyephedrine	0	4
9595	methamphetamine	0	4
9596	amphetamine sulfate	0	4
9596	Benzedrine	0	4
9597	AmB	3	4
9597	amphotericin b	0	4
9597	Fungizone	0	4
9598	ampicillin	0	4
9598	Omnipen	0	4
9598	Penbritin	0	4
9598	Polycillin	0	4
9598	Principen	0	4
9598	Totacillin	0	4
9600	amsustain	0	4
9600	dextroamphetamine	0	4
9602	amygdaline	0	0
9602	tonsil	0	0
9603	amylcaine hydrochloride	0	4
9603	amylsine hydrochloride	0	4
9603	naepaine	0	4
9604	an elastic bandage	0	4
9604	Elastoplast	0	4
9605	analgesine	0	4
9605	antipyrine	0	4
9605	phenazone	0	4
9606	ananase	0	4
9606	bromelains	0	4
9607	ancobon	0	4
9607	flucytosine	0	4
9608	anconeal	0	2
9608	cubital	0	2
9608	elbow	0	2
9608	forearm	0	2
9608	ulna	0	2
9610	androgynoid	0	0
9610	androgynous	0	0
9610	female pseudohermaphroditism	0	0
9611	android	0	1
9611	androidal	0	1
9612	androphile	0	1
9612	androphilous	0	1
9612	anthropophilic	0	1
9613	anectine	0	4
9613	succinylcholine chloride	0	4
9613	suxcert	0	4
9613	Sux-Cert	0	4
9614	angioconray	0	4
9614	Angio-CONRAY	0	4
9614	sodium iothalamate	0	4
9615	angioendothelioma	0	4
9615	hemangioendothelioma	0	4
9616	angiofibroma	0	4
9616	telangiectatic fibroma	0	4
9617	angioleucitis	0	4
9617	angioleukitis	0	4
9617	angiolymphitis	0	4
9617	lymphangeitis	0	4
9617	lymphangiitis	0	4
9617	lymphangitis	0	4
9619	angiotensinogen	0	4
9619	hypertensinogen	0	4
9621	anhydrohydroxyprogesterone	0	4
9621	ethisterone	0	4
9621	pregneninolone	0	4
9622	anhydron	0	4
9622	cyclothiazide	0	4
9623	anileridine	0	4
9623	Leritine	0	4
9626	anisindione	0	4
9626	Miradon	0	4
9627	anisotropine methylbromide	0	4
9627	Valpin	0	4
9628	anlage	0	4
9628	primordium	0	4
9630	anophthalmia	0	4
9630	anophthalmos	0	4
9632	anspor	0	4
9632	cephradine	0	4
9632	Velosef	0	4
9633	antabuse	0	4
9633	disulfiram	0	4
9633	TETD	3	4
9633	tetraethylthiuram disulfide	0	4
9635	antazoline	0	4
9635	Antistine	0	4
9635	imidamine	0	4
9636	antepartal	0	1
9636	antepartum	0	1
9638	anthelmintic	0	1
9638	helminthagogue	0	1
9640	anthraderm	0	4
9640	Anthra-Derm	0	4
9640	anthralin	0	4
9640	dithranol	0	4
9641	anthrax	0	4
9641	ragsorters disease	0	4
9641	rag-sorter's disease	0	4
9643	antidotal	0	1
9643	antidotic	0	1
9645	antifebrile	0	1
9645	antipyretic	0	1
9645	antithermic	0	1
9647	antilirium	0	4
9647	physostigmine salicylate	0	4
9649	antiminth	0	4
9649	pyrantel pamoate	0	4
9650	antipellagra factor	0	4
9650	niacin	0	4
9650	nicotinic acid	0	4
9650	pellagrapreventive factor	0	4
9650	pellagra-preventive factor	0	4
9651	antipsychotic	0	1
9651	neuroleptic	0	1
9651	NL	3	1
9653	antrenyl	0	4
9653	oxyphenonium	0	4
9654	antrypol	0	4
9654	suramin sodium	0	4
9655	anturane	0	4
9655	sulfinpyrazone	0	4
9657	apazone	0	4
9657	azapropazone	0	4
9658	A.P.L.	0	4
9658	apl	0	4
9658	hCG	3	4
9658	human chorionic gonadotropin	0	4
9659	apolegamic	0	0
9659	selection	0	0
9660	appendicitis	0	4
9660	ecphyaditis	0	4
9661	apposition	0	4
9661	juxtaposition	0	4
9662	approximate	0	5
9662	coapt	0	5
9663	apresoline	0	4
9663	hydralazine	0	4
9664	aquacare	0	4
9664	urea	0	4
9664	Ureaphil	0	4
9664	Urevert	0	4
9665	aquamephyton	0	4
9665	konakion	0	4
9665	mephyton	0	4
9665	phylloquinone	0	4
9665	phytonadione	0	4
9665	vitamin K1	0	4
9666	aquatag	0	4
9666	benzthiazide	0	4
9666	Exna	0	4
9667	aquatensen	0	4
9667	enduron	0	4
9667	methyclothiazide	0	4
9668	aqueous humor	0	0
9668	hydatoid	0	0
9669	aquex	0	4
9669	clopamide	0	4
9670	arabinosylcytosine	0	4
9670	cytarabine	0	4
9670	Cytosar	0	4
9670	cytosine arabinoside	0	4
9671	arachnitis	0	4
9671	arachnoiditis	0	4
9672	aralen	0	4
9672	chloroquine	0	4
9673	aramine	0	4
9673	metaraminol	0	4
9674	arboreal	0	0
9674	tree	0	0
9675	archenteron	0	4
9675	coelenteron	0	4
9675	primitive gut	0	4
9677	arfonad	0	4
9677	trimethaphan camsylate	0	4
9678	argyria	0	4
9678	argyrosis	0	4
9680	aristogel	0	4
9680	kenalog	0	4
9680	triamcinolone acetonide	0	4
9681	aristospan	0	4
9681	triamcinolone hexacetonide	0	4
9682	arlidin	0	4
9682	nylidrin hydrochloride	0	4
9683	arm	0	2
9683	brachial	0	2
9684	arrest	0	5
9684	inhibit	0	5
9684	restrain	0	5
9684	retard	0	5
9686	artane	0	4
9686	trihexyphenidyl	0	4
9687	arteriolar sclerosis	0	4
9687	arteriolosclerosis	0	4
9688	arteriosclerosis	0	4
9688	vascular sclerosis	0	4
9689	arthral	0	2
9689	articular	0	2
9689	joint	0	2
9690	arthritic	0	0
9690	gout	0	0
9690	urate thesaurismosis	0	0
9691	arthrodesis	0	4
9691	artificial ankylosis	0	4
9692	arthromeningitis	0	4
9692	synovitis	0	4
9693	arthropan	0	4
9693	choline salicylate	0	4
9694	articulatory	0	0
9694	utterance	0	0
9695	A.S.A.	0	4
9695	asa	0	4
9695	aspirin	0	4
9695	Ecotrin	0	4
9696	ascariasis	0	4
9696	ascaridiasis	0	4
9697	ascorbic acid	0	4
9697	Cecon	0	4
9697	Cenolate	0	4
9697	Cevalin	0	4
9697	Cevex	0	4
9697	vitamin C	0	4
9698	asphyxiation	0	4
9698	suffocation	0	4
9700	asthmatic	0	1
9700	phthisicky	0	1
9702	astrocytic glioma	0	4
9702	astrocytoma	0	4
9703	atabrine	0	4
9703	quinacrine hydrochloride	0	4
9704	atarax	0	4
9704	hydroxyzine hydrochloride	0	4
9706	atopic disease	0	4
9706	atopy	0	4
9707	atromids	0	4
9707	Atromid-S	0	4
9707	clofibrate	0	4
9708	atropine sulfate	0	4
9708	Atropisol	0	4
9709	audile	0	0
9709	hearing	0	0
9710	auditory area	0	2
9710	auditory center	0	2
9710	auditory cortex	0	2
9711	aural	0	0
9711	auricularis	0	0
9711	ear	0	0
9711	otic	0	0
9711	otor	0	0
9712	aureomycin	0	4
9712	crystalline chlortetracycline hydrochloride	0	4
9713	aurothioglucose	0	4
9713	Solganal	0	4
9714	autism	0	4
9714	autistic thinking	0	4
9715	autograft	0	0
9715	autotransplant	0	0
9717	autopsychic	0	0
9717	selfconsciousness	0	0
9717	self-consciousness	0	0
9718	autoradiography	0	4
9718	radioautography	0	4
9719	aventyl	0	4
9719	nortriptyline hydrochloride	0	4
9720	avertin	0	4
9720	tribromoethanol	0	4
9721	avlosulfon	0	4
9721	dapsone	0	4
9721	DDS	3	4
9721	diaminodiphenylsulfone	0	4
9722	axiscylinder process	0	4
9722	axis-cylinder process	0	4
9722	axon	0	4
9722	band of Remak	0	4
9724	azathioprine	0	4
9724	Imuran	0	4
9725	azolid	0	4
9725	butazolidin	0	4
9725	phenylbutazone	0	4
9726	azul	0	4
9726	carate	0	4
9726	pinta	0	4
9727	azulfidine	0	4
9727	salazosulfapyridine	0	4
9727	salicylazosulfapyridine	0	4
9727	sulfasalazine	0	4
9728	baciguent	0	4
9728	bacitracin	0	4
9729	bacillary necrosis	0	4
9729	necrobacillosis	0	4
9730	back	0	0
9730	bk	3	0
9730	dorsal	0	0
9730	tergal	0	0
9731	baclofen	0	4
9731	Lioresal	0	4
9732	bacteriophage	0	4
9732	phage	0	4
9733	bactocill	0	4
9733	oxacillin sodium	0	4
9733	Prostaphlin	0	4
9734	baculovirus	0	4
9734	granulosis virus	0	4
9735	ballistic	0	0
9735	projectile	0	0
9736	banthine	0	4
9736	methantheline bromide	0	4
9737	bark	0	0
9737	cascara	0	0
9737	cortical	0	0
9738	basaljel	0	4
9738	basic aluminum carbonate gel	0	4
9739	base	0	0
9739	foundation	0	0
9739	fundamental	0	0
9741	bechic	0	0
9741	cough	0	0
9741	tussal	0	0
9741	tussive	0	0
9742	belly	0	0
9742	ventral	0	0
9743	bemegride	0	4
9743	Megimide	0	4
9743	Mikedimide	0	4
9744	benadryl	0	4
9744	bendylate	0	4
9744	diphenhydramine hydrochloride	0	4
9744	Eldadryl	0	4
9745	bendrofluazide	0	4
9745	bendroflumethiazide	0	4
9745	Naturetin	0	4
9746	benemid	0	4
9746	probenecid	0	4
